name,song_name,song_subgenre
The Terminator,Sarah on Her Motorbike,classic oklahoma country
The Terminator,Gun Shop/Reese in Alley,"country rap, military rap"
The Terminator,Sarah in the Bar,drone folk
The Terminator,Tech Noir/Alley Chase,popwave
The Terminator,Garage Chase,
The Terminator,Arm & Eye Surgery,"classic soundtrack, soundtrack"
The Terminator,Police Station/Escape from Police Station,
The Terminator,Future Flashback/Terminator Infiltration,"classic soundtrack, soundtrack"
The Terminator,Death By Fire/Terminator Gets Up,"classic soundtrack, soundtrack"
The Terminator,Sarah's Destiny/The Coming Storm,video game music
The Terminator,Matt & Ginger Killed/Sarah Calls Detectives,"classic soundtrack, soundtrack"
The Terminator,Reese's Death/Terminator Sits Up/,
Stand by Me,Stand By Me,"rock-and-roll, soul"
Stand by Me,Mr. Lee,"classic girl group, doo-wop, rhythm and blues"
Stand by Me,Rockin' Robin,"doo-wop, rock-and-roll"
Stand by Me,Great Balls of Fire,"piano rock, rock-and-roll, rockabilly"
Stand by Me,Sorry (I Ran All the Way Home),"doo-wop, rhythm and blues"
Stand by Me,The Ballad of Paladin,cowboy western
Stand by Me,Whispering Bells,"doo-wop, rhythm and blues, rock-and-roll"
Stand by Me,Let the Good Times Roll,"doo-wop, rhythm and blues"
Stand by Me,Book of Love,"alternative rock, chamber pop, lo-fi, melancholia, metropopolis, permanent wave, tape club"
Stand by Me,Lollipop,"hip hop, new orleans rap, pop rap, rap, trap"
Stand by Me,Everyday,pop
Stand by Me,Come Go with Me,"doo-wop, rhythm and blues, rock-and-roll"
Stand by Me,Come Softly To Me,"doo-wop, vocal harmony group"
Stand by Me,Hush-a-Bye,nursery
Stand by Me,Get a Job,cincinnati rap
Stand by Me,Yakety Yak,"doo-wop, rock-and-roll, rockabilly"
Stand by Me,Mr. Sandman,"classic girl group, doo-wop, vocal harmony group"
Stand by Me,Taps,"marching band, military band"
Rush,I Hear You Knocking,"british blues, power pop, pub rock, rockabilly"
Rush,1976,"modern alternative rock, modern rock, pop, pov: indie, rock"
Rush,I Could Show You If You'd Like,"adult standards, vocal jazz"
Rush,Stopwatch,"alternative hip hop, conscious hip hop, minnesota hip hop"
Rush,Into the Red,soft rock
Rush,Scuderia,"german soundtrack, orchestral soundtrack, soundtrack"
Rush,Oysters in the Pits,"german soundtrack, orchestral soundtrack, soundtrack"
Rush,20%,rap rock
Rush,Watkins Glen,"cosmic american, jam band, psychedelic rock"
Rush,Loose Cannon,
Rush,Car Trouble,"indietronica, pop"
Rush,Glück,"classical, classical era, early music, galante era"
Rush,Nürburgring,"german soundtrack, orchestral soundtrack, soundtrack"
Rush,Inferno,modern indie pop
Rush,Mount Fuji,"lo-fi cover, lo-fi product"
Rush,For Love,japanese alternative pop
Rush,Reign,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal"
Rush,Fame,"disco, new romantic, new wave pop, soft rock"
Rush,Lost but Won,"german soundtrack, orchestral soundtrack, soundtrack"
Rush,My Best Enemy,"german soundtrack, orchestral soundtrack, soundtrack"
Rush,Gimme Some Lovin,"british blues, british invasion, protopunk"
Rush,Mama Weer All Crazee Now,"album rock, classic rock, glam metal, hard rock, metal, rock"
Rush,Dyna-Mite,glam rock
Rush,"Sono Una Donna, Non Sono Una Santa ",classic italian pop
Rush,Sad Sweet Dreamer,
Rush,The Rocker,"alternative hip hop, east coast hip hop, hip hop, nyc rap, queens hip hop"
Rush,Many Rivers to Cross,"reggae, roots reggae"
Rush,Ê Baiana,"bossa nova, mpb, pagode, samba, umbanda, velha guarda"
Rush,Fame,"disco, new romantic, new wave pop, soft rock"
Into the Wild,Hard Sun,"acoustic rock, grunge, permanent wave"
Into the Wild,Society,sped up
Into the Wild,No Ceiling,"acoustic rock, grunge, permanent wave"
Into the Wild,Rise,r&b
Into the Wild,Long Nights,"atl hip hop, melodic rap, r&b, rap, trap"
Into the Wild,The Wolf,pop argentino
Into the Wild,Guaranteed,"acoustic rock, grunge, permanent wave"
Into the Wild,Going up the Country,"blues, blues rock, classic rock, country rock, electric blues, folk rock, psychedelic rock, traditional blues"
Into the Wild,King of the Road,"classic country pop, classic oklahoma country, nashville sound"
Into the Wild,Doing the Wrong Thing,instrumental acoustic guitar
Into the Wild,Frame,"brostep, complextro, dancefloor dnb, edm, filthstep, gaming edm"
Into the Wild,U Can't Touch This,"hip hop, hip house, miami bass"
Into the Wild,Emory and Old St. Andrews March,"american romanticism, concert band"
Into the Wild,The Water Ran This Way Back and Forth,folktronica
Into the Wild,I Thought I Was You,kawaii future bass
Into the Wild,Fork and File,
Into the Wild,Dakota Themes,mandolin
Into the Wild,Slab Song,"australian indie, australian indie rock, melbourne indie"
Into the Wild,Kaa,contemporary r&b
Into the Wild,Angel from Montgomery,"country rock, electric blues, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Into the Wild,Picking Berries,alternative r&b
Into the Wild,Tracy's Song,"cloud rap, emo rap, lgbtq+ hip hop"
Into the Wild,Best Unsaid,"canadian soundtrack, compositional ambient"
Into the Wild,Timekeeper,
Into the Wild,Carte Noir,"canadian soundtrack, compositional ambient"
Into the Wild,Flood,"ccm, christian alternative rock, christian music"
Into the Wild,Porterville,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock"
Into the Wild,I Saw It,
Logan,Las Mil y Una Noches,"latin pop, ranchera"
Logan,BlackOut,"hardcore punk, modern melodic hardcore"
Logan,Make It Bang (feat. TT The Artist),stateside dnb
Logan,Happy Birthday,
Logan,I Got A Name,"classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Logan,William Tell Overture,"german soundtrack, orchestral soundtrack, soundtrack"
Logan,Party Life,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
Logan,Blacked Out,"country rap, redneck"
Logan,Rainbow Explosion,"denver indie, elephant 6, lo-fi"
Logan,Gimme A Country Man,metal cover
Logan,Play To Win,"dirty south rap, miami hip hop, pop rap, rap, southern hip hop, trap"
Logan,The Party Starts Right Now,
Logan,American Dreamin',"alternative americana, new americana"
Logan,Love Is A Tricky Thing,
Logan,Torrey's Death,
Logan,Abide With Me,"lds, lds instrumental, new age piano"
Logan,Dixie,"contemporary country, country, country dawn"
Logan,Apotheosis And End Title,"blackened deathcore, melodic metalcore, symphonic deathcore"
Logan,Black Is The Color,"jazz blues, neo soul, soul, soul jazz, torch song, vocal jazz"
Logan,Call Of The Far Away Hills,easy listening
Logan,Eyes Of Blue,
Logan,Automobile,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap"
Logan,Find My Way,"bass house, old school bassline"
Logan,Blue Tacoma,"contemporary country, country, country road, modern country rock"
Logan,Tonight,"dance rock, neon pop punk, post-teen pop"
Logan,Devil's Whisper,psychedelic hip hop
Logan,The Best Man,"contemporary r&b, hip pop, r&b, urban contemporary"
Logan,The Man Comes Around,"arkansas country, outlaw country, rock"
The Wizard of Oz,Over the Rainbow,hawaiian
The Wizard of Oz,Follow the Yellow Brick Road,"adult standards, torch song, vocal jazz"
The Wizard of Oz,If I Only Had a Brain,
The Wizard of Oz,We're Off to See the Wizard,
The Wizard of Oz,If I Only Had a Heart,indiecoustica
The Wizard of Oz,We're Off To See The Wizard,
The Wizard of Oz,If I Only Had the Nerve/We're Off To See The Wizard,"broadway, west end"
The Wizard of Oz,Optimistic Voices,"classic soundtrack, vintage broadway"
The Wizard of Oz,The Merry Old Land of Oz,
The Wizard of Oz,If I Were King of the Forest,
The Wizard of Oz,"The Happy Farmer, Op. 68, No. 10 ","early romantic era, german romanticism"
The Wizard of Oz,In the Shade of the Old Apple Tree,"lounge, vocal harmony group"
The Wizard of Oz,Night on Bald Mountain,"classical, early modern classical, late romantic era, russian romanticism"
The Wizard of Oz,Home Sweet Home,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
The Wizard of Oz,"Scherzo in E Minor, Op. 16, No. 2 ","classical, early modern classical, neoclassicism, russian modern classical"
The Wizard of Oz,Over the Rainbow,hawaiian
Spotlight,West Side Waltz,scottish singer-songwriter
Spotlight,Walk My Street,psychedelic folk rock
Spotlight,Sea Shanty,a cappella
Spotlight,Myself in You,"contemporary r&b, quiet storm, r&b, urban contemporary"
Spotlight,"Concerto Grosso No. 1 in G Major, Op. 6 ","baroque, classical, early music, english baroque, german baroque"
Spotlight,Al Fresco,lo-fi jazzhop
Spotlight,Cornucopia,"album rock, alternative metal, birmingham metal, classic rock, hard rock, metal, rock, stoner rock, uk doom metal"
Spotlight,"Brandenburg Concerto No. 3, 3rd mvmt: Allegro ","baroque, classical, early music, german baroque"
Spotlight,These Exiled Years,"celtic punk, celtic rock, punk"
Spotlight,"Concerto Grosso No. 2 in F Major, Op. 6 ","baroque, classical, early music, english baroque, german baroque"
Spotlight,Cocinando Suave,"boogaloo, latin jazz, salsa"
Spotlight,Bean's Blues,"dutch blues, dutch indie, modern blues rock"
Spotlight,Silent Night,"adult standards, easy listening, lounge"
Network,,
Groundhog Day,Weatherman,"alt z, gen z singer-songwriter, singer-songwriter pop"
Groundhog Day,"Piano Sonata in C, K545, 1st movement ",lullaby
Groundhog Day,I Got You Babe,"adult standards, bubblegum pop, folk, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock"
Groundhog Day,Pennsylvania Polka,polka
Groundhog Day,Take Me Round Again,
Groundhog Day,You Don't Know Me,covertronica
Groundhog Day,Eighteenth Variation from Rhapsody on a Theme of Paganini,
Groundhog Day,Phil's Piano Solo,"classical, early romantic era, polish classical"
Groundhog Day,Almost Like Being in Love,"adult standards, lounge, soul, swing, vocal jazz"
Groundhog Day,La Bourrée du Célibataire,"belgian singer-songwriter, chanson"
Groundhog Day,Quartet No. 1 in D - The Ground Hog,
Ratatouille,Le Festin (Backup Choir Excerpt; Radio),praise
Ratatouille,Le Festin,piano cover
Ratatouille,Le Festin (Reprise; Finale),nouvelle chanson francaise
The Exorcist,Kanon For Orchestra and Tape,"baroque, classical, german baroque"
The Exorcist,Cello Concerto,"baroque, classical, early music, italian baroque"
The Exorcist,String Quartet (1960),"21st century classical, american contemporary classical, avant-garde, compositional ambient, contemporary classical, experimental, fourth world, minimalism, tzadik"
The Exorcist,Polymorphia,"avant-garde, classical, contemporary classical, polish contemporary classical"
The Exorcist,The Devils of Loudon,writing
The Exorcist,Fantasia for Strings,
The Exorcist,(Tutti) Threnody I: Night of the Electric Insects,
The Exorcist,"Fliessend, Äusserst Zart (from Five Pieces for Orchestra, Op. 10) ","classical, german romanticism, post-romantic era"
The Exorcist,Beginnings (from The Wind Harp),
The Exorcist,Tubular Bells,"progressive rock, symphonic rock"
The Exorcist,Study No. 1,"classical era, classical guitar, early romantic era, spanish classical"
The Exorcist,Study No. 2,"classical era, classical guitar, early romantic era, spanish classical"
The Exorcist,Ramblin' Man,"album rock, blues rock, classic rock, country rock, folk rock, hard rock, jam band, mellow gold, rock, singer-songwriter, soft rock, southern rock"
The Exorcist,Istoria mou,"laiko, rebetiko"
The Exorcist,Paramythaki mou,"classic greek pop, rebetiko"
The Exorcist,Down on 33rd and 3rd,
The Exorcist,Carly and Carole,"bossa nova, brazilian jazz, piano mpb"
The Exorcist,Quiet Village,"easy listening, exotica, lounge"
Hachi: A Dog's Tale,,
The Incredibles,,
The Best Years of Our Lives,Among My Souvenirs,"adult standards, brill building pop, easy listening, rock-and-roll, rockabilly"
The Best Years of Our Lives,"Toot, Toot, Tootsie (Goo' Bye!) ","big band, british dance band, music hall, swing, tin pan alley, vaudeville, vintage jazz"
The Best Years of Our Lives,Lazy River,
The Best Years of Our Lives,Beer Barrel Polka (Roll Out the Barrel),accordion
The Best Years of Our Lives,Chopsticks,trap
The Best Years of Our Lives,Bridal Chorus (Here Comes the Bride),
Before Sunset,An Ocean Apart,calming instrumental
Before Sunset,Bach: Goldberg Variation Number 25,"baroque, classical, early music, german baroque"
Before Sunset,A Waltz For A Night,
Before Sunset,Just In Time,"hip hop, pop rap, rap, underground hip hop"
Before Sunset,Je T'aime Tant,"chanson, classic french pop, ye ye"
Before Sunset,Accordion Music,
Dersu Uzala,,
Rebecca,Love's Old Sweet Song (Just a Song at Twilight),irish classical
My Father and My Son,Bir Sans Daha,"arabesk, turkish pop"
The Grapes of Wrath,Red River Valley,"cowboy western, nashville sound"
The Grapes of Wrath,"A Tisket, A Tasket ",
The Grapes of Wrath,Going Down the Road Feeling Bad,"appalachian folk, bluegrass, progressive bluegrass, traditional folk"
The Grapes of Wrath,She'll Be Coming 'Round the Mountain,"classic nz pop, nz folk"
Cool Hand Luke,Plastic Jesus,american folk revival
Cool Hand Luke,Just a Closer Walk With Thee,"country, nashville sound"
Cool Hand Luke,Midnight Special,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock"
Cool Hand Luke,Cotton Fields,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock"
Cool Hand Luke,There Ain't No Grave Gonna Hold My Body Down,
Pirates of the Caribbean: The Curse of the Black Pearl,Yo Ho (A Pirate's Life for Me),ukulele
Pirates of the Caribbean: The Curse of the Black Pearl,Pirate Musk,
The Battle of Algiers,"St. Matthew Passion BWV 244, 1st movement ","baroque, classical, early music, german baroque"
The Battle of Algiers,Rebecca,"electropop, social media pop"
To Be or Not to Be,"Polonaise in A major, Op. 40, No. 1, 'Military' ","classical, early romantic era, polish classical"
To Be or Not to Be,German National Anthem (Das Lied der Deutschen),anthem
Amores perros,Amores Perros,"cantautor, latin alternative, mexican rock, rock en espanol, spanish new wave, spanish pop"
Amores perros,La vida es un carnaval,"cha-cha-cha, cuban rumba, mambo, musica tradicional cubana, salsa"
Amores perros,Pesada,"chicano rap, latin alternative, mexican hip hop, mexican rock, rap underground mexicano, rock en espanol"
Amores perros,Yolanda,"gospel, gospel r&b"
Amores perros,Corazón,"bachata, latin hip hop, latin pop, urbano latino"
Amores perros,La cumbia del garrote,
Amores perros,Gimme the Power,"alternative rock, detroit rock, permanent wave, protopunk, punk"
Amores perros,Mentiras,"corrido, corridos tumbados, norteno, sad sierreno"
Amores perros,Coolo,"argentine rock, latin alternative, latin funk, rock en espanol"
Amores perros,Lucha de gigantes,"cantautor, latin alternative, mexican rock, rock en espanol, spanish new wave, spanish pop"
Amores perros,Si señor,"chicano rap, latin alternative, mexican hip hop, mexican rock, rap underground mexicano, rock en espanol"
Amores perros,Atacama,
Amores perros,Long Cool Woman (In a Black Dress),"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock"
Amores perros,Chico Groove,"argentine ambient, latin classical, latin soundtrack, orchestral soundtrack, soundtrack"
Amores perros,Lucha de Gigantes,"cantautor, latin alternative, mexican rock, rock en espanol, spanish new wave, spanish pop"
The Sound of Music,Prelude,"baroque, classical, early music, german baroque"
The Sound of Music,The Sound of Music,lullaby
The Sound of Music,Preludium (Dixit Dominus),
The Sound of Music,Morning Hymn,
The Sound of Music,Alleluia,rosary
The Sound of Music,Maria,"k-pop, korean talent show"
The Sound of Music,I Have Confidence,"hollywood, movie tunes, show tunes"
The Sound of Music,Sixteen Going on Seventeen,movie tunes
The Sound of Music,My Favorite Things,"hollywood, movie tunes, show tunes"
The Sound of Music,Do-Re-Mi,"alt z, pop"
The Sound of Music,The Lonely Goatherd,"hollywood, movie tunes, show tunes"
The Sound of Music,Edelweiss,movie tunes
The Sound of Music,"So Long, Farewell ",movie tunes
The Sound of Music,How Can Love Survive,show tunes
The Sound of Music,Climb Ev'ry Mountain,
The Sound of Music,Something Good,"indie rock, indietronica, irish rock, modern alternative rock, modern rock, northern irish indie"
The Sound of Music,Processional,
Life of Brian,Brian,"contemporary r&b, quiet storm, r&b, urban contemporary"
Life of Brian,Always Look on the Bright Side of Life,"british comedy, comic"
Life of Brian,Vision of Fear,
Life of Brian,"Requiem in D minor, K.626 - 3. Sequentia: Dies irae ","classical, classical era"
The 400 Blows,Les Quatre Cents Coups,vintage chanson
The 400 Blows,La Machine à Écrire,"french hip hop, rap inde"
The 400 Blows,Balzac,
The 400 Blows,Finale,
The 400 Blows,Balzac et Gymnastique,french soundtrack
The 400 Blows,École Buissonnière,french soundtrack
Persona,"Adagio from Concerto No. 2 in E major for Violin, Strings and Continuo, BWV 1042 ","baroque, classical, early music, german baroque"
It Happened One Night,Who's Afraid of the Big Bad Wolf,
It Happened One Night,The Flying Trapeze,"alternative hip hop, boom bap, drumless hip hop"
It Happened One Night,Bridal Chorus (Here Comes the Bride),
Dune,Tooth of Shai Hulud,
Dune,Bagpipe Army,
Dune,Sardaukar Chant,
Dune,Healing Baron,instrumental worship
Dune,Herbert,"german pop, liedermacher"
La Haine,Burnin' and Lootin',"reggae, roots reggae, ska"
La Haine,That Loving Feeling,"rock-and-roll, rockabilly"
La Haine,More Bounce to the Ounce,"funk, new jack swing, p funk, popping, post-disco, quiet storm, soul, synth funk"
La Haine,Mon Esprit Part en Couille,
La Haine,DJ Skud Interlude,"hip hop, miami hip hop, pop rap, rap"
La Haine,Wedding Songs Medley,"new age, new age piano"
La Haine,Funk Funk,"disco, funk, motown, new jack swing, p funk, popping, post-disco, quiet storm, soul"
La Haine,Tak Hedat,
La Haine,Outstanding,"disco, funk, motown, p funk, quiet storm, soul"
La Haine,Loufou Lakari,
La Haine,The Beat Goes On,uk dance
La Haine,Nsangu Nsangu,"desert blues, wassoulou"
La Haine,Ellens Gesang III (Ave Maria),"classical, classical era, early romantic era"
La Haine,Hard Core,"alternative country, classic texas country, country rock, folk, heartland rock, outlaw country, roots rock, singer-songwriter"
La Haine,Groove Holmes,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock"
La Haine,Ricky's Theme,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock"
La Haine,Eugene's Lament,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock"
La Haine,Music from 'Les Schtroumpfs',
La Haine,Musique de la série TV 'Chapi Chapo',"cubaton, reparto"
Aladdin,Arabian Nights,"hip hop, pop rap"
Aladdin,One Jump Ahead,movie tunes
Aladdin,One Jump Ahead (Reprise),movie tunes
Aladdin,Friend Like Me,
Aladdin,Under the Sea,"alternative hip hop, show tunes"
Aladdin,Prince Ali,"hip hop, pop rap"
Aladdin,A Whole New World,"movie tunes, tagalog worship"
Aladdin,The Stars and Stripes Forever,"american romanticism, concert band"
Aladdin,When You Wish Upon a Star,movie tunes
Aladdin,Prince Ali Reprise,movie tunes
Aladdin,A Whole New World (Finale),"movie tunes, tagalog worship"
Aladdin,A Whole New World (Aladdin's Theme; End Title Duet),"movie tunes, tagalog worship"
Beauty and the Beast,Prologue,"broadway, movie tunes, orchestral soundtrack"
Beauty and the Beast,Belle,
Beauty and the Beast,Belle (Reprise),movie tunes
Beauty and the Beast,Be Our Guest,movie tunes
Beauty and the Beast,Gaston,"movie tunes, show tunes"
Beauty and the Beast,Gaston (Reprise),
Beauty and the Beast,Something There,movie tunes
Beauty and the Beast,Beauty and the Beast,movie tunes
Beauty and the Beast,The Mob Song,
Beauty and the Beast,Beauty and the Beast (End Title Duet),movie tunes
Beauty and the Beast,Human Again,
Gandhi,God Save the King!,"gregorian chant, puirt-a-beul"
Gandhi,Raghupati Raghava Raja Ram,filmi
Gandhi,Vaishnava Janato,
Gandhi,Marche Militaire,"classical, classical era, early romantic era"
The Help,Jackson,"motown, soul"
The Help,Sherry,"europop, synthpop"
The Help,Guiding Light Theme (,vgm instrumental
The Help,I Ain't Never,"baton rouge rap, rap"
The Help,Walk Right Back,"adult standards, folk rock, mellow gold, rock-and-roll, rockabilly, sunshine pop"
The Help,Rhythm of the Rain,brill building pop
The Help,Victory Is Mine,"gospel, praise"
The Help,Road Runner,"alternative country, roots americana, southern americana"
The Help,Hallelujah I Love Her So,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz"
The Help,Swingin' on a Rainbow,"adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly"
The Help,The Wah-Watusi,"classic girl group, doo-wop, rhythm and blues"
The Help,(You've Got) Personality,"doo-wop, louisiana blues, memphis blues, new orleans blues, rhythm and blues, rock-and-roll, rockabilly"
The Help,The Little Drummer Boy,"adult standards, easy listening, lounge"
The Help,Carolina,pop
The Help,"Don't Think Twice, It's All Right ",
The Help,Let's Twist Again,"rock-and-roll, rockabilly"
The Help,Hey! Bo Diddley,"acoustic blues, blues, chicago blues, electric blues, rock-and-roll, rockabilly, traditional blues"
The Help,The Living Proof,"dance pop, hip pop, neo soul, r&b, urban contemporary"
The Help,Don't Knock,"kentucky metal, kentucky punk"
The Help,Change The World,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock"
The Handmaiden,The Song at the End of the Century,
The Handmaiden,Old Scars and Fresh Pink Wounds,
The Handmaiden,The Saviour Who Came to Tear My Life Apart,
The Handmaiden,Ladies are the Dolls of Maids,
The Handmaiden,So This was the Scent,
The Handmaiden,Four Small Silver Balls,
The Handmaiden,The Footsteps of My Dear Love,k-pop
The Handmaiden,The Handmaiden,
The Handmaiden,"Pieces for Harpsichord: Suite in E minor, Tambourin ","baroque, classical, early music, french baroque, french opera"
The Handmaiden,"Clarinet Quintet in A major, K581, 2nd movement, Larghetto ",streichquartett
Jai Bhim,,
Planet Earth II,,
Breaking Bad,Dead Fingers Talking,"indietronica, nu gaze"
Breaking Bad,The Ecstasy Of Gold (The Good The Bad And The Ugly),"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Breaking Bad,Breaking Bad Main Title Theme,
Breaking Bad,Fallacies,
Breaking Bad,Fallacies,
Planet Earth,,
Band of Brothers,Band Of Brothers (Suite One),
Band of Brothers,Band Of Brothers (Suite Two),
Chernobyl,The Door,
Chernobyl,Bridge of Death,"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Turbine Hall,"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Vichnaya Pamyat,ukrainian choir
Chernobyl,Pump Room,"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Clean Up,preschool children's music
Chernobyl,Dealing With Destruction,"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Waiting for the Engineer,"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Gallery,"detroit hip hop, detroit trap"
Chernobyl,12 Hours Before,"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Corridors,"japanese classical, japanese vgm"
Chernobyl,Líður (Chernobyl version),"cello, compositional ambient, drone, icelandic classical, icelandic experimental, modern cello, orchestral soundtrack, soundtrack"
Chernobyl,Evacuation,electronic rock
The Wire,Way Down in the Hole,"folk, singer-songwriter"
The Wire,Way Down in the Hole,"folk, singer-songwriter"
The Wire,Way Down in the Hole,"folk, singer-songwriter"
The Wire,Way Down in the Hole,"folk, singer-songwriter"
The Wire,Way Down in the Hole,"folk, singer-songwriter"
The Wire,The Fall,"modern rock, pop, rock"
Avatar: The Last Airbender,,
Blue Planet II,,
Cosmos: A Spacetime Odyssey,,
The Sopranos,Woke Up This Morning,"alternative metal, canadian rock, post-grunge"
Our Planet,In This Together,"movie tunes, post-teen pop"
Cosmos,,
Game of Thrones,Main Title,movie tunes
Game of Thrones,Power is Power,"pop, r&b, rap"
Rick and Morty,Rick and Morty Theme,
Rick and Morty,Rick and Morty Theme,
The World at War,,
The Last Dance,,
Fullmetal Alchemist: Brotherhood,again,"alt z, pop"
Fullmetal Alchemist: Brotherhood,Horoguramu,"j-poprock, j-rock"
Fullmetal Alchemist: Brotherhood,Gôruden Taimu Rabâ,"throat singing, tuvan folk"
Fullmetal Alchemist: Brotherhood,Period,
Fullmetal Alchemist: Brotherhood,Rein,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte"
Fullmetal Alchemist: Brotherhood,Uso,"anime, oshare kei, visual kei"
Fullmetal Alchemist: Brotherhood,LET IT OUT,
Fullmetal Alchemist: Brotherhood,Tsunaida Te,otacore
Fullmetal Alchemist: Brotherhood,Shunkan Senchimentaru,"anime, j-poprock"
Fullmetal Alchemist: Brotherhood,RAY OF LIGHT,"disco, mellow gold, soft rock"
Sherlock,,
Life,,
The Twilight Zone,Twilight Zone Theme,
The Twilight Zone,Twilight Zone Theme,
The Vietnam War,,
Scam 1992: The Harshad Mehta Story,,
Batman: The Animated Series,Batman The Animated Series,"orchestral soundtrack, soundtrack"
Batman: The Animated Series,Batman,"florida drill, florida rap"
Arcane,Enemy,"modern rock, pop, rock"
Attack on Titan,Attack on Titan: original Soundtracks,"anime score, japanese soundtrack"
Firefly,The Ballad of Serenity,fantasy
The Office,The Office Theme,
The Office,Stars,"hip hop, ohio hip hop, pop rap, rap"
Human Planet,,
The Blue Planet,,
Death Note,the WORLD,"j-metal, visual kei"
Death Note,Arumina,"j-metal, visual kei"
The Beatles: Get Back,,
True Detective,Far From Any Road,"albuquerque indie, gothic americana"
True Detective,Young Men Dead,"garage rock, modern blues rock, neo-psychedelic"
Seinfeld,Seinfeld Theme Song,"anime lo-fi, lo-fi vgm"
Frozen Planet,,
Only Fools and Horses,,
Clarkson's Farm,,
Fargo,,
Persona,Agâh Makami,
Hunter x Hunter,,
The Civil War,Ashokan Farewell,"instrumental bluegrass, old-time fiddle"
The Civil War,We Are Climbing Jacob's Ladder,"spirituals, women's music"
The Civil War,Kingdom Coming,
The Civil War,Marching Through Georgia,"bluegrass gospel, country boogie, country gospel, western swing, yodeling"
Dekalog,,
Cowboy Bebop,,
Friends,I'll Be There For You,"east coast hip hop, hardcore hip hop, hip hop"
Friends,Smelly Cat,
When They See Us,,
Gravity Falls,Gravity Falls Theme,"antiviral pop, otacore"
Last Week Tonight with John Oliver,Go,australian hip hop
Nathan for You,,
TVF Pitchers,,
Monty Python's Flying Circus,The Liberty Bell,"american romanticism, concert band"
Africa,,
It's Always Sunny in Philadelphia,,
Apocalypse: The Second World War,,
Das Boot,,
Curb Your Enthusiasm,Frolic,"alternative americana, drone folk, modern old-time, north carolina roots, pastoral"
Freaks and Geeks,,
Pride and Prejudice,Pride and Prejudice,"orchestral soundtrack, soundtrack"
Better Call Saul,,
Fawlty Towers,Fawlty Towers,
Fawlty Towers,Minuet in G-major,"baroque, classical, early music, german baroque"
Black Mirror,,
Narcos,Tuyo (Narcos Theme),nova mpb
Twin Peaks,Twin Peaks Theme,"dark jazz, soundtrack"
Taskmaster,,
The West Wing,West Wing Main Title,
The West Wing,Cello Suite No. 1 Prelude,"baroque, classical, early music, german baroque"
Blackadder Goes Forth,British Grenadier,"gregorian chant, puirt-a-beul"
Succession,,
Peaky Blinders,Red Right Hand,"alternative rock, permanent wave, singer-songwriter"
BoJack Horseman,Bojack Horseman Ending Credits Song,
BoJack Horseman,Back in the 90's (BoJack's Theme),
Dragon Ball Z,Rock The Dragon,theme
Dragon Ball Z,DragonBall Z,
Dragon Ball Z,DragonBall Z,
Dragon Ball Z,Dragon Ball Z movie theme,"anime lo-fi, lo-fi vgm"
Dragon Ball Z,,
Chappelle's Show,Hip-Hop,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, political hip hop"
Leyla and Mecnun,LEYLA,alt z
South Park,South Park (theme song),"anime lo-fi, lo-fi vgm"
Kota Factory,,
Ted Lasso,,
Rome,,
The Mandalorian,,
"I, Claudius",,
One Punch Man,,
Over the Garden Wall,,
Arrested Development,Arrested Development,"atl hip hop, conscious hip hop, hip hop, old school atlanta hip hop"
